StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
1324,8.2,0,3,3,90,4.6,Yes,Yes,75,84,0
1325,8.5,1,1,2,85,4.7,Yes,Yes,80,77,0
1326,6.6,1,1,1,76,4.5,No,No,65,63,0
1327,6.6,1,1,0,70,3.3,No,Yes,60,68,1
1328,6.5,1,1,1,67,3.6,No,No,58,67,1
1329,7.6,1,2,1,86,4.8,Yes,Yes,55,68,1
1330,7.6,2,2,2,74,3.8,Yes,Yes,75,84,1
1331,7.5,0,1,0,60,3.7,No,No,55,67,1
1332,8,1,3,2,90,4.8,Yes,Yes,75,82,0
1333,8.8,2,3,2,90,4.8,Yes,Yes,77,85,0
1334,7.5,0,1,0,80,4.5,No,No,58,67,1
1335,7.3,2,1,1,80,4.6,No,Yes,74,75,1
1336,8,2,3,1,90,4.3,Yes,Yes,79,73,0
1337,7.6,1,1,0,74,4.6,Yes,Yes,76,64,1
1338,7.5,2,3,1,90,4.4,No,Yes,81,81,1
1339,6.5,1,1,0,67,4.6,No,Yes,55,74,1
1340,7.6,0,1,0,78,4.3,No,Yes,71,64,1
1341,8.2,0,1,0,90,4.7,No,Yes,67,86,1
1342,7.4,0,3,2,80,4.4,Yes,Yes,79,67,1
1343,8.4,1,3,2,90,4.1,Yes,Yes,77,82,0
1344,8.7,2,2,2,90,4.8,Yes,Yes,80,85,0
1345,8.2,2,3,2,90,4.8,Yes,Yes,82,88,0
1346,8.3,1,3,0,90,4.1,Yes,Yes,82,81,0
1347,7.8,1,2,1,78,4.4,No,Yes,70,78,1
1348,8.1,0,2,0,73,4.5,No,Yes,55,67,1
1349,6.6,2,2,0,85,3.7,Yes,Yes,58,72,0
1350,7.6,2,2,0,86,4,Yes,Yes,55,67,0
1351,8.6,0,3,2,90,4.8,Yes,Yes,81,82,0
1352,8.4,2,3,2,85,4.5,No,Yes,86,81,0
1353,8.1,2,3,2,89,4.6,Yes,No,79,88,0
1354,8.1,1,3,1,82,4.8,Yes,Yes,82,82,0
1355,7.7,0,1,0,78,4.3,Yes,No,55,68,1
1356,6.9,1,1,0,68,4.7,Yes,Yes,60,63,1
1357,7.8,1,1,2,79,4.7,No,No,55,65,1
1358,7.6,1,1,1,75,3.9,No,Yes,62,70,1
1359,8.4,1,3,2,90,4.8,Yes,Yes,69,82,0
1360,6.7,1,1,1,69,3.5,No,No,63,72,1
1361,7.3,1,2,0,76,4.5,No,Yes,60,68,1
1362,8.8,0,2,1,73,4.8,Yes,No,81,83,1
1363,7.6,1,2,0,78,4.4,No,No,80,79,1
1364,8.3,2,3,2,85,4.7,Yes,Yes,72,85,1
1365,8.4,1,1,2,82,4.8,Yes,Yes,63,67,0
1366,6.7,2,0,0,75,4,Yes,Yes,55,69,0
1367,7.6,1,2,0,79,4.1,No,Yes,55,72,1
1368,7.5,1,2,2,77,4.1,No,Yes,66,83,0
1369,7.9,2,3,2,75,3.9,Yes,Yes,75,68,0
1370,7.9,2,3,2,85,4.4,Yes,Yes,77,82,0
1371,8.1,2,3,2,83,4.4,Yes,Yes,90,81,0
1372,8.1,0,3,0,90,4.7,Yes,No,83,84,0
1373,7.5,2,1,1,60,3.2,No,Yes,55,67,1
1374,8.2,0,1,1,79,4.3,Yes,Yes,57,68,1
1375,7.5,1,2,2,86,3.6,No,No,74,86,0
1376,6.7,1,2,3,69,4.6,Yes,No,72,69,1
1377,6.8,1,2,0,75,4.3,No,Yes,55,67,1
1378,7.8,0,2,0,74,4.7,Yes,Yes,77,81,0
1379,8.5,1,1,2,85,4.8,Yes,Yes,73,84,0
1380,7.5,1,1,1,84,4.3,No,Yes,55,67,1
1381,8.3,2,3,2,90,4.8,Yes,Yes,78,66,0
1382,8.7,1,2,2,90,4.8,Yes,Yes,73,87,0
1383,8.4,1,1,0,80,3.7,Yes,Yes,55,81,1
1384,8.4,2,3,0,74,3.6,Yes,Yes,64,69,1
1385,8.3,1,2,0,73,3.6,No,Yes,57,71,1
1386,7.5,0,1,1,83,3.9,No,No,61,66,1
1387,7.9,1,1,0,61,4.4,Yes,Yes,55,67,1
1388,8,2,2,2,90,4.8,Yes,Yes,90,84,0
1389,7.8,1,3,2,89,4.6,Yes,Yes,72,81,0
1390,6.5,0,1,1,68,4.1,No,Yes,55,68,1
1391,7.9,0,3,0,75,3.6,Yes,Yes,62,70,0
1392,7.7,0,1,0,71,4.2,No,No,60,71,1
1393,7.9,1,3,0,81,4.8,Yes,Yes,69,82,0
1394,7.6,1,2,0,75,4.8,No,No,61,69,1
1395,6.7,1,1,0,73,3.8,No,Yes,55,64,1
1396,8,1,3,1,89,4.5,Yes,Yes,82,83,0
1397,8.3,0,3,2,89,4.5,Yes,Yes,85,84,0
1398,7.6,1,1,2,67,4,No,Yes,57,61,1
1399,6.5,1,2,1,81,3.9,No,Yes,75,82,1
1400,8.2,1,1,3,77,3.6,Yes,Yes,58,72,0
1401,8.4,2,3,2,90,4.8,Yes,Yes,79,85,0
1402,8.4,1,2,2,86,4.5,Yes,Yes,86,79,0
1403,7.6,1,2,0,83,4.6,No,No,70,68,1
1404,7.4,1,2,1,74,3.7,No,Yes,55,65,1
1405,7.6,1,1,0,84,4.1,No,No,55,86,1
1406,7.5,0,1,0,64,4.3,No,No,69,69,1
1407,7.4,1,1,0,66,4.1,No,No,55,58,1
1408,6.5,2,1,1,64,3.8,No,No,61,60,1
1409,7.8,1,3,1,87,4.5,Yes,Yes,69,82,0
1410,8,1,3,1,75,4.5,Yes,Yes,73,71,0
1411,7.9,1,3,0,82,4.6,Yes,Yes,76,82,0
1412,7,1,1,1,70,4,No,Yes,56,65,1
1413,7.4,1,1,3,61,4,No,No,55,70,1
1414,7.7,1,1,0,80,4.3,No,Yes,77,68,0
1415,8.4,2,3,2,90,4.7,Yes,Yes,75,87,0
1416,8.2,1,2,0,73,4.5,Yes,Yes,69,73,1
1417,7.5,1,1,3,77,4.1,No,Yes,83,69,1
1418,7.6,0,1,0,71,3.9,No,No,55,63,1
1419,8.8,2,3,0,86,4.5,Yes,Yes,70,83,1
1420,6.9,0,1,0,69,3.4,No,No,55,66,1
1421,7.7,1,1,0,67,4,Yes,No,64,61,1
1422,8.1,2,2,3,76,4.1,Yes,Yes,55,88,1
1423,6.5,0,1,0,66,3.4,No,No,55,66,1
1424,8.3,0,3,1,84,4.8,Yes,Yes,55,88,0
1425,8,1,3,2,90,4.8,Yes,Yes,86,85,0
1426,7.5,1,2,1,83,4.6,No,Yes,62,69,1
1427,7,1,2,1,77,4.3,Yes,Yes,69,61,0
1428,8.2,1,3,2,90,4.5,Yes,Yes,75,85,0
1429,7.4,1,2,1,72,4.4,No,Yes,55,70,1
1430,7.5,1,3,0,82,4.7,Yes,Yes,72,88,1
1431,7.8,1,1,1,83,3.7,Yes,No,74,62,1
1432,6.9,1,3,1,72,4.7,Yes,Yes,75,74,0
1433,8.6,1,3,0,88,4.8,Yes,Yes,89,82,1
1434,7.8,1,1,1,83,4.8,Yes,Yes,62,64,0
1435,8.5,1,3,0,74,4,Yes,Yes,80,58,1
1436,7.1,1,2,0,71,4.8,Yes,No,61,61,1
1437,7,1,1,0,69,3.7,No,No,61,69,1
1438,8.8,2,3,2,90,4.8,Yes,Yes,83,67,0
1439,7.6,0,2,0,79,4.3,No,No,55,63,0
1440,7.5,0,2,2,78,4,No,Yes,64,75,1
1441,8,2,3,2,90,4.8,Yes,Yes,83,87,0
1442,6.6,1,2,0,81,4.8,Yes,Yes,70,85,1
1443,7.3,2,3,2,90,4.6,Yes,Yes,80,87,0
1444,6.6,1,1,1,68,4,No,No,69,62,1
1445,8.1,1,3,2,90,4.8,Yes,Yes,77,87,0
1446,8.1,2,3,1,67,4.4,Yes,Yes,59,82,1
1447,7.7,1,1,0,74,4.3,Yes,Yes,82,64,1
1448,7.6,1,1,0,68,4.3,No,Yes,66,68,1
1449,8.2,0,3,1,78,4.2,No,No,76,78,1
1450,7.3,1,2,3,90,4.4,No,Yes,64,83,0
1451,6.9,0,3,0,81,4.2,No,Yes,83,85,0
1452,7.5,1,2,0,80,4.1,Yes,Yes,55,82,0
1453,8.2,2,3,1,90,4.8,Yes,Yes,73,68,0
1454,7,1,2,1,75,4.7,Yes,Yes,55,70,1
1455,8.3,1,3,1,86,4.3,Yes,Yes,65,84,0
1456,7.4,2,1,0,79,4.8,No,Yes,60,68,1
1457,8.3,1,1,1,70,4.8,Yes,Yes,64,86,1
1458,8.2,2,3,2,90,4.5,Yes,Yes,83,82,0
1459,7.5,1,1,0,65,3.5,No,Yes,55,73,1
1460,8.7,2,3,2,90,4.8,Yes,Yes,88,87,0
1461,7.1,2,2,0,81,4.4,Yes,Yes,64,64,0
1462,6.5,1,1,1,83,4.1,No,Yes,81,66,0
1463,8.2,2,3,2,90,4.8,Yes,Yes,75,85,1
1464,7.5,1,2,1,71,4.3,No,Yes,62,74,1
1465,7.6,1,1,0,75,3.9,Yes,Yes,80,75,1
1466,8.4,1,3,0,84,4.4,Yes,Yes,81,69,0
1467,7.2,0,2,1,77,4.6,Yes,Yes,55,63,1
1468,6.6,1,1,1,71,4.2,Yes,Yes,55,71,1
1469,8.5,0,3,2,84,4.1,Yes,Yes,84,84,1
1470,6.8,1,2,1,76,3.8,No,Yes,59,69,1
1471,8.4,0,1,0,80,4.5,No,No,77,72,0
1472,8.2,1,2,1,83,4.7,No,Yes,71,72,0
1473,8.5,2,2,0,88,4.8,Yes,No,82,77,1
1474,8.4,2,3,2,90,4.8,Yes,Yes,71,85,1
1475,7.8,2,3,2,90,4.8,Yes,Yes,84,86,0
1476,7.6,1,3,0,82,4.3,No,Yes,73,87,1
1477,8.2,1,3,2,90,4.5,Yes,Yes,73,87,0
1478,7.4,1,2,0,76,4.2,Yes,Yes,75,65,1
1479,6.5,1,2,0,70,3.8,No,Yes,59,66,1
1480,7.6,0,1,0,65,3.4,No,No,59,72,1
1481,7.5,0,2,0,78,3.5,No,Yes,83,60,1
1482,8,2,3,2,90,4.8,Yes,Yes,79,78,0
1483,8.2,0,1,1,73,4.5,Yes,No,58,65,0
1484,8.3,1,3,2,90,4.8,Yes,Yes,70,82,0
1485,7,0,3,0,80,3.9,No,Yes,59,64,0
1486,7.9,0,2,0,83,4,No,Yes,62,69,1
1487,8.5,1,3,2,90,4.8,Yes,Yes,76,85,0
1488,7.9,2,1,1,81,4.8,Yes,No,55,63,0
1489,8.3,0,3,0,76,3.9,No,No,57,61,1
1490,7.6,1,2,0,74,4.2,Yes,Yes,55,81,1
1491,7.1,1,2,1,80,4.7,No,Yes,57,74,0
1492,7.8,1,2,0,76,4.4,Yes,Yes,80,63,1
1493,7.5,1,3,1,72,4.5,Yes,Yes,79,83,0
1494,7.6,2,3,3,72,4,Yes,No,74,77,1
1495,6.5,1,1,1,70,3.9,No,No,55,62,1
1496,8,2,1,2,88,4,Yes,Yes,80,87,1
1497,6.5,0,2,0,71,4.1,No,Yes,55,86,1
1498,6.7,1,1,1,65,3.8,No,No,55,62,1
1499,9,1,3,2,90,4.8,Yes,No,80,88,1
1500,7.6,0,3,0,77,4.8,Yes,Yes,73,74,0
1501,7.4,2,2,2,90,4.1,Yes,No,81,85,0
1502,7.9,0,1,0,70,3.7,No,Yes,62,65,1
1503,8.3,1,3,2,86,4.8,Yes,Yes,67,81,1
1504,7.3,0,1,1,80,4.1,No,No,55,70,1
1505,7.9,1,3,2,85,4.6,Yes,Yes,71,88,0
1506,6.9,0,3,0,76,3.8,No,Yes,81,73,1
1507,6.5,0,1,0,75,3.7,No,Yes,63,67,1
1508,7.7,2,1,0,78,4.3,Yes,Yes,75,68,1
1509,7.6,2,1,1,66,3.4,No,No,56,74,1
1510,8.2,1,3,1,80,4,No,Yes,58,63,1
1511,7.8,1,1,0,74,4.5,Yes,No,82,69,0
1512,7.5,1,2,1,77,4.4,Yes,Yes,83,71,0
1513,8.6,0,3,1,77,4.8,Yes,Yes,82,83,1
1514,8.3,2,3,2,90,4.8,Yes,Yes,82,86,0
1515,7.5,1,1,0,65,3.8,No,Yes,55,74,1
1516,7.6,1,1,1,72,4.2,Yes,Yes,57,67,1
1517,8.9,1,1,0,70,4.7,Yes,Yes,76,82,1
1518,7.8,1,3,0,82,3.7,Yes,No,75,63,1
1519,8,2,3,2,90,4.8,Yes,Yes,90,87,0
1520,7.8,1,1,0,74,4.1,No,No,60,61,1
1521,7.9,1,1,0,82,3.7,No,No,55,72,1
1522,7.4,1,1,1,71,4.1,No,Yes,55,66,1
1523,7.7,1,2,1,78,4.6,No,Yes,55,60,1
1524,7.4,1,1,0,75,4.3,No,No,55,61,1
1525,8.2,0,1,2,90,4.7,No,Yes,73,68,0
1526,8.7,1,1,2,81,4.1,Yes,Yes,72,68,1
1527,7.8,2,3,2,90,4.8,Yes,Yes,90,78,0
1528,7.5,1,2,0,73,4.7,Yes,Yes,55,70,0
1529,8.3,1,3,2,80,4.1,Yes,Yes,76,83,0
1530,8.3,1,3,0,82,4.7,Yes,Yes,83,82,1
1531,7.5,1,1,1,74,4,No,No,55,70,1
1532,7.6,1,2,2,81,3.8,Yes,No,84,86,0
1533,8,2,3,2,90,4.1,Yes,No,88,79,1
1534,7.2,2,1,0,77,4.4,Yes,Yes,61,61,0
1535,8.1,1,1,0,69,3.8,No,No,56,62,1
1536,8.2,2,3,1,78,4.4,Yes,Yes,67,85,1
1537,7.7,2,3,2,82,4.8,Yes,Yes,80,83,0
1538,7.8,2,2,0,69,3.7,No,No,70,67,1
1539,6.7,0,1,0,66,3.7,No,Yes,55,66,0
1540,7.5,1,2,1,78,4.8,No,Yes,55,62,1
1541,6.5,0,1,0,78,3.5,No,Yes,55,67,1
1542,7.6,1,1,2,81,4.2,Yes,Yes,86,81,1
1543,6.7,1,1,0,74,4.1,No,Yes,55,68,1
1544,8.1,2,3,0,84,4.8,Yes,Yes,71,88,0
1545,8.1,1,3,1,74,4.6,Yes,No,82,85,1
1546,7.8,2,3,2,90,4.8,Yes,No,82,79,0
1547,7.3,1,1,1,84,3.9,No,No,55,62,1
1548,8.1,2,3,1,90,4.5,Yes,Yes,81,86,0
1549,8.3,1,1,1,90,4.8,Yes,Yes,84,88,0
1550,8.6,1,3,2,86,4.5,Yes,Yes,79,88,0
1551,7.5,2,3,2,88,4.8,Yes,Yes,72,81,1
1552,7.7,1,2,2,81,4,No,Yes,57,67,0
1553,6.5,1,1,1,67,3.7,No,Yes,55,66,1
1554,8.2,2,3,2,81,4.8,Yes,No,80,79,0
1555,7.6,2,2,1,77,4.1,No,No,69,75,1
1556,7.8,2,3,1,79,4.6,No,No,55,68,1
1557,7.4,0,2,1,76,4.1,No,No,60,69,1
1558,6.7,1,1,1,60,4.3,No,No,59,63,1
1559,8.3,1,3,2,88,4.4,Yes,Yes,79,85,0
1560,8.3,2,3,0,90,4.7,Yes,Yes,65,69,0
1561,7.5,1,1,1,77,3.9,Yes,Yes,58,71,1
1562,7.6,1,2,1,87,3.8,Yes,Yes,61,85,1
1563,7.5,1,1,1,87,4.2,No,Yes,56,67,1
1564,7.5,1,1,1,60,3.5,No,Yes,58,66,1
1565,7.4,1,2,0,82,4.6,Yes,Yes,70,88,1
1566,7.6,1,1,0,74,4.6,Yes,Yes,55,61,1
1567,7.7,1,1,1,72,4.4,No,No,57,65,1
1568,8.1,1,1,0,80,4.5,No,No,79,72,1
1569,7.7,1,3,0,85,4.8,Yes,Yes,80,68,0
1570,8.4,2,3,2,90,4.8,Yes,Yes,79,88,0
1571,7.4,1,1,0,81,4,No,Yes,57,64,1
1572,8.9,2,3,2,90,4.8,Yes,Yes,72,86,0
1573,8.5,1,2,1,73,4.2,Yes,Yes,76,88,1
1574,8.2,2,3,2,90,4.8,Yes,No,69,73,0
1575,7.5,2,3,2,79,4.1,Yes,Yes,75,70,0
1576,7.6,1,3,2,84,4.4,Yes,Yes,82,85,0
1577,7.6,1,1,1,62,4.2,No,No,80,65,1
1578,8.1,0,3,0,90,4.8,Yes,Yes,84,88,0
1579,8.8,0,3,0,90,4.1,Yes,Yes,73,85,0
1580,6.6,1,3,1,75,3.9,Yes,Yes,71,70,1
1581,7.5,1,1,1,78,4.2,No,Yes,59,72,1
1582,8.4,1,1,2,81,4.8,Yes,No,84,80,0
1583,7.5,2,3,0,69,3.9,Yes,Yes,76,86,1
1584,8.5,1,3,2,90,4.7,Yes,Yes,86,87,0
1585,7.5,0,3,0,83,3.9,Yes,Yes,63,71,1
1586,8.2,1,2,0,81,4,Yes,Yes,57,68,1
1587,7.7,1,1,0,74,4,Yes,Yes,79,87,0
1588,6.6,1,1,0,63,3.3,No,No,62,67,1
1589,7.7,1,1,1,69,4.2,No,No,55,63,1
1590,7.6,1,3,0,83,4.1,Yes,Yes,57,67,1
1591,8.2,1,3,0,84,4.6,Yes,Yes,86,81,0
1592,7.7,1,2,0,73,4.8,No,Yes,59,65,1
1593,9,1,3,2,78,4.8,Yes,Yes,79,85,0
1594,7.5,0,3,0,78,4.2,No,Yes,79,69,0
1595,7.9,1,3,2,84,4.8,Yes,No,71,84,0
1596,7.4,2,3,3,86,4.2,Yes,Yes,60,75,1
1597,7.3,1,2,1,69,4.3,Yes,No,55,72,1
1598,7,1,1,0,60,3.3,No,Yes,55,66,1
1599,8.4,2,3,2,90,4.5,Yes,Yes,81,85,0
1600,6.8,1,1,1,60,4.4,No,Yes,62,66,1
1601,8.2,1,3,0,88,4.8,No,Yes,77,88,0
1602,6.6,0,2,0,73,4.2,Yes,Yes,62,84,1
1603,7.5,1,3,0,80,4.5,Yes,No,77,80,1
1604,6.5,2,1,1,72,3.7,Yes,No,56,70,1
1605,7.9,2,3,2,90,4.8,Yes,Yes,75,87,0
1606,8.2,0,2,0,89,4.1,No,Yes,55,82,1
1607,7.4,1,2,0,67,3.3,No,No,56,60,1
1608,8.1,1,3,1,71,4.1,Yes,Yes,85,77,1
1609,6.5,1,1,1,78,4,No,No,55,66,1
1610,7.6,1,1,1,68,4.1,No,No,55,71,1
1611,7,1,2,0,78,4.7,No,Yes,73,64,1
1612,8.3,2,2,2,68,4.8,Yes,Yes,61,84,0
1613,7.7,2,3,2,86,4.4,Yes,Yes,71,74,0
1614,7.5,1,1,0,70,3.5,No,Yes,75,66,1
1615,7.5,1,1,0,78,4.1,No,No,55,67,1
1616,8.6,2,3,3,87,4.8,No,Yes,73,85,0
1617,6.6,1,2,0,61,3.9,No,No,55,61,1
1618,8.1,2,1,3,86,4.7,Yes,No,78,83,0
1619,8.9,0,3,2,85,4.6,No,Yes,77,72,1
1620,7.7,1,1,0,80,4.5,No,No,55,74,1
1621,6.5,0,1,1,70,3.6,No,No,57,68,1
1622,8.3,2,3,2,79,4.7,Yes,Yes,72,69,0
1623,7.8,1,2,1,77,4.5,Yes,Yes,74,87,0
1624,7.4,1,3,3,84,4.6,Yes,Yes,84,76,0
1625,7.8,1,2,1,83,3.5,No,Yes,66,72,1
1626,6.6,1,1,1,69,4.3,No,No,58,61,1
1627,7.5,1,2,1,79,4.7,Yes,Yes,78,66,1
1628,7.6,0,1,1,61,4.3,No,No,60,68,1
1629,8,1,1,0,75,4.3,Yes,Yes,75,85,0
1630,6.8,0,2,1,72,4.4,No,No,62,62,1
1631,7.7,1,2,0,82,4.4,No,Yes,57,69,0
1632,6.5,0,1,0,69,4,No,No,61,65,1
1633,6.5,1,2,0,82,4.1,Yes,Yes,70,66,1
1634,6.5,1,2,0,78,4.3,No,No,55,67,1
1635,8.1,2,3,2,90,4.7,Yes,Yes,81,83,0
1636,7.7,1,2,0,76,4.6,Yes,Yes,56,66,1
1637,8.2,1,3,1,82,4.8,No,Yes,70,86,1
1638,6.5,1,2,0,79,4.5,No,No,61,57,1
1639,7.6,1,2,1,69,3.9,No,No,55,63,1
1640,9,0,2,2,86,4.5,Yes,Yes,78,86,0
1641,7.5,1,1,0,81,3.8,Yes,Yes,60,64,1
1642,7.5,1,2,0,76,4.5,Yes,Yes,69,83,0
1643,6.7,1,1,1,81,4.5,No,Yes,55,68,1
1644,8.4,2,3,0,84,4.8,Yes,Yes,71,81,1
1645,6.8,0,3,0,83,4.3,Yes,Yes,61,66,0
1646,8.2,2,3,2,90,4.6,Yes,Yes,76,87,0
1647,8.5,0,3,2,90,4.3,Yes,Yes,80,85,0
1648,7.3,1,1,1,72,4.1,No,Yes,61,70,1
1649,8.5,2,3,2,90,4.5,Yes,Yes,82,85,0
1650,8,0,3,2,85,4.7,Yes,Yes,83,86,0
1651,8.2,2,3,2,90,4.1,Yes,Yes,71,86,0
1652,7.4,0,3,0,83,3.5,No,Yes,68,84,0
1653,7.6,2,3,2,90,4.8,Yes,No,76,85,0
1654,8.2,1,2,1,81,4.3,Yes,Yes,82,86,0
1655,8.1,1,3,2,81,4.8,No,Yes,79,82,1
1656,6.5,1,1,1,73,3.9,No,No,67,70,1
1657,8.2,1,2,2,79,4.8,Yes,Yes,74,70,0
1658,8.1,2,3,1,75,4.8,Yes,Yes,59,72,1
1659,8.5,0,1,0,82,4.5,Yes,Yes,64,63,1
1660,7.8,1,2,0,73,4.1,No,Yes,61,71,1
1661,8,1,2,0,78,3.8,Yes,No,79,71,1
1662,8.6,1,3,2,90,4.5,Yes,Yes,84,88,1
1663,8,1,3,2,90,4.5,No,Yes,77,76,0
1664,6.5,1,1,1,78,3.5,No,Yes,62,72,1
1665,8.5,0,2,2,85,4.2,Yes,Yes,82,88,0
1666,8.6,1,2,0,87,4.8,Yes,Yes,74,76,0
1667,7.3,1,1,2,75,3.5,No,Yes,75,61,1
1668,8,0,3,0,89,4.4,Yes,No,79,85,0
1669,8.3,1,3,0,86,4.4,Yes,Yes,75,79,0
1670,6.7,1,1,1,75,4.3,No,Yes,65,67,1
1671,8.2,1,3,2,86,4.4,Yes,Yes,76,65,0
1672,8.4,1,2,0,80,3.3,No,No,55,63,1
1673,6.6,0,1,1,71,3.5,No,No,55,60,1
1674,6.5,0,1,0,83,4.1,Yes,Yes,55,80,1
1675,6.6,1,2,1,70,4.6,Yes,Yes,76,84,1
1676,7.5,1,2,1,74,4.7,No,Yes,55,60,0
1677,6.6,1,3,0,86,4.4,No,No,60,65,1
1678,7,1,1,0,82,4.6,Yes,No,71,79,1
1679,8.4,0,2,0,86,4.6,Yes,Yes,77,80,1
1680,7.6,0,2,1,72,4.5,No,No,55,67,1
1681,7.5,1,3,1,73,4.6,Yes,Yes,75,63,0
1682,8.3,1,2,1,82,4.4,Yes,Yes,76,85,0
1683,7.6,1,1,0,73,3.7,No,Yes,55,64,1
1684,7.7,1,1,0,71,4.2,No,Yes,70,71,1
1685,6.5,0,1,0,62,3.9,No,No,62,68,1
1686,8.3,1,2,1,84,4.4,No,Yes,62,82,1
1687,8.1,1,1,0,80,4.6,No,No,59,58,1
1688,7.4,1,2,0,81,4.8,Yes,No,55,69,1
1689,6.7,1,1,1,71,4.5,No,No,55,67,1
1690,6.5,0,1,1,89,4.2,No,No,55,76,0
1691,8.2,2,3,2,90,4.8,Yes,No,75,80,0
1692,7.7,1,2,0,70,3.6,No,Yes,55,62,1
1693,7.8,2,3,0,90,4.7,Yes,Yes,80,78,0
1694,7.5,2,1,0,78,4.2,Yes,Yes,55,66,1
1695,7.5,1,1,1,80,4.6,No,No,63,70,1
1696,8.4,1,3,0,85,3.9,Yes,Yes,77,73,0
1697,7.6,1,2,2,79,4.3,Yes,Yes,70,82,0
1698,7.5,0,2,2,79,4.6,Yes,Yes,90,67,0
1699,6.5,0,1,0,64,4.3,Yes,Yes,64,63,1
1700,7.4,1,2,0,79,4.7,Yes,Yes,86,83,1
1701,7.5,1,1,2,84,4.7,Yes,Yes,66,83,1
1702,8.4,2,3,2,81,4.3,Yes,Yes,75,79,0
1703,8.2,2,3,2,88,4.8,Yes,Yes,65,83,0
1704,7,1,1,1,61,3.5,No,No,55,67,1
1705,8.7,2,3,0,80,4.1,Yes,Yes,71,78,0
1706,6.6,2,1,1,77,3.4,No,No,66,66,1
1707,8.1,1,3,2,90,4.8,Yes,Yes,81,88,0
1708,8.5,0,3,2,85,4.8,Yes,Yes,80,88,0
1709,6.5,1,2,0,63,4.3,No,No,82,82,1
1710,8.1,2,3,2,90,4.7,Yes,Yes,66,85,0
1711,8.3,0,3,2,89,4.4,Yes,Yes,75,82,1
1712,7.6,1,2,1,83,4.6,Yes,Yes,86,64,1
1713,6.9,0,1,0,73,4.2,No,No,55,59,1
1714,7.5,0,2,1,76,4.2,No,Yes,61,67,1
1715,8.1,2,3,2,86,4.5,Yes,No,81,83,1
1716,7.7,2,1,0,71,4.5,Yes,Yes,70,70,1
1717,8,0,3,2,83,4.7,Yes,Yes,78,85,0
1718,6.7,1,1,1,64,4.2,No,Yes,69,68,1
1719,8.5,2,3,2,88,4.8,Yes,Yes,83,85,0
1720,7.7,1,2,0,74,4.7,No,Yes,55,74,0
1721,7.6,1,2,1,74,4.4,Yes,Yes,73,72,0
1722,8.2,0,1,1,79,3.9,No,Yes,62,63,1
1723,8.5,2,3,2,87,4.8,Yes,Yes,74,78,0
1724,8.8,1,3,0,72,4.1,Yes,Yes,74,74,0
1725,8.2,1,3,2,82,4.5,Yes,Yes,83,81,0
1726,8.1,1,3,2,90,4.8,Yes,Yes,73,83,0
1727,8.5,2,3,2,90,4.8,Yes,Yes,78,84,0
1728,6.5,1,1,0,71,4.5,No,No,61,65,1
1729,8.2,2,3,2,87,4.7,Yes,No,90,66,0
1730,7.9,2,3,2,90,4.8,Yes,Yes,74,88,0
1731,6.9,1,1,1,79,3.5,No,No,57,64,1
1732,6.6,1,1,1,60,4,No,No,55,64,1
1733,7.6,0,2,2,82,4.7,Yes,No,80,71,0
1734,7.6,1,3,2,90,4.4,Yes,No,73,81,0
1735,7.7,0,1,1,67,4.8,No,No,56,66,1
1736,7.8,1,1,2,81,3.9,No,Yes,62,72,1
1737,8.5,2,3,2,90,4.8,Yes,Yes,72,83,0
1738,8.4,0,1,0,86,4.3,Yes,Yes,57,67,0
1739,6.9,1,3,1,78,4.5,Yes,Yes,59,70,0
1740,7.8,2,3,2,73,4.6,Yes,No,73,62,1
1741,7.5,1,2,0,81,4.4,Yes,Yes,69,82,1
1742,8.2,0,3,0,86,4.3,Yes,No,78,72,0
1743,8.3,0,1,0,80,3.9,Yes,Yes,79,68,1
1744,7.7,1,3,0,78,4.7,Yes,Yes,88,79,0
1745,7.5,1,1,0,78,3.8,No,Yes,55,76,1
1746,8.5,0,3,0,88,4.8,Yes,Yes,88,82,0
1747,7.4,2,2,1,72,3.5,No,No,73,69,1
1748,6.5,1,1,0,65,4.5,No,Yes,55,68,1
1749,7.5,1,1,1,61,4.2,Yes,No,64,64,1
1750,6.5,2,1,0,75,4.3,Yes,Yes,69,73,1
1751,7.8,1,1,0,73,3.9,No,Yes,55,67,0
1752,7.2,0,1,1,79,4.1,No,Yes,83,67,0
1753,8.3,0,3,2,90,4.8,Yes,Yes,75,83,0
1754,8.1,2,3,2,90,4.6,Yes,Yes,81,88,0
1755,6.5,1,1,2,71,3.7,Yes,No,75,66,1
1756,8.1,2,3,0,88,4.5,Yes,No,76,85,0
1757,7.8,2,3,2,90,4.8,Yes,Yes,74,88,0
1758,7.5,1,1,0,83,4.4,No,Yes,55,70,1
1759,7.9,1,1,1,79,4.1,No,Yes,68,72,1
1760,8.1,2,3,2,82,4.5,Yes,Yes,79,87,1
1761,7.4,1,2,1,69,4.1,No,Yes,58,70,1
1762,7.5,1,1,1,70,3.8,No,Yes,63,73,1
1763,8.1,0,3,0,81,4.5,No,Yes,77,67,0
1764,8.5,2,3,2,90,4.8,Yes,Yes,79,81,0
1765,8.3,2,3,2,90,4.5,Yes,Yes,74,88,0
1766,7.5,1,2,0,65,4.7,No,Yes,63,69,1
